emp_no,first_name,last_name,dept_no,title
18449,Yuuichi,Camarinopoulos,d004,Senior Engineer
18450,Takahito,Hoppenstand,d002,Senior Staff
18454,Eric,Anido,d007,Senior Staff
18459,Shuzo,Kavanagh,d009,Senior Staff
18462,Yongqiao,Babu,d005,Technique Leader
18467,Prasadram,Esposito,d002,Staff
18468,Kirk,Cunliffe,d005,Senior Engineer
18478,Mitsuyuki,Stranks,d004,Senior Engineer
18497,Yongmao,Marsiglia,d005,Engineer
18498,Shaowen,Beerel,d004,Senior Engineer
18499,Ipke,Masamoto,d005,Senior Engineer
18503,Mechthild,Marletta,d004,Senior Engineer
18511,Pascal,Marzano,d005,Senior Engineer
18532,Joydip,Onuegbe,d002,Staff
18535,Pasqua,Gelosh,d008,Senior Engineer
18536,Hailing,Crelier,d005,Senior Engineer
18537,Juichirou,Kulisch,d003,Senior Staff
18538,Udo,Walstra,d007,Senior Staff
18540,Suvo,Braunschweig,d008,Senior Staff
18541,Jiang,Qiwen,d006,Engineer
18542,Tiina,Anido,d005,Senior Engineer
18547,Gladys,Sankaranarayanan,d004,Senior Engineer
18549,Sushant,Thibadeau,d004,Senior Engineer
18551,Oguz,Rijsenbrij,d006,Assistant Engineer
18563,Jinya,Peot,d004,Assistant Engineer
18565,Hatem,Nilsson,d002,Senior Staff
18571,Xinglin,Flowers,d005,Senior Engineer
18573,Zongyan,Baca,d002,Staff
18579,Make,Thorelli,d008,Senior Staff
18580,Mabo,Bamford,d004,Assistant Engineer
18581,Mitsuyuki,Ranai,d009,Senior Staff
18582,Collette,Kroft,d007,Staff
18586,Herbert,Perly,d008,Staff
18596,Quingbo,Waymire,d009,Senior Staff
18598,Youssef,Brookner,d005,Engineer
18604,Baziley,Macedo,d005,Senior Engineer
18621,Spyrose,Koblick,d004,Senior Engineer
18627,Prodip,Brizzi,d006,Senior Engineer
18628,Srinidhi,Mahmud,d007,Senior Staff
18646,Filipe,Gecsel,d009,Staff
18656,Arvind,Iivonen,d004,Senior Engineer
18663,Rafols,Sridhar,d004,Senior Engineer
18664,Itzchak,Akaboshi,d007,Senior Staff
18665,Makato,Emmart,d003,Staff
18666,Hitofumi,Baja,d008,Senior Staff
18668,Kwangho,Ritzmann,d005,Engineer
18669,Hauke,Andreotta,d005,Engineer
18671,Shan,Nastansky,d005,Senior Engineer
18673,Ohad,Orlowski,d005,Engineer
18679,Roded,Lambe,d007,Senior Staff
18684,Kenroku,Dulli,d002,Staff
18691,Vasilis,Besancenot,d005,Senior Engineer
18692,Mona,Camurati,d004,Senior Engineer
18698,Anestis,Sinicrope,d008,Senior Staff
18701,Mori,Ratnakar,d007,Senior Staff
18702,Kinh,Impagliazzo,d004,Engineer
18705,Manibrata,Msuda,d009,Senior Engineer
18706,Debaprosad,Schicker,d007,Senior Staff
18715,Sugwoo,Dechter,d005,Senior Engineer
18716,JoAnne,Bratsberg,d008,Senior Engineer
18725,Cullen,Marchegay,d007,Senior Staff
18726,Hisao,Jahnichen,d004,Engineer
18727,Sugwoo,Rusterholz,d003,Senior Staff
18728,Tzvetan,Luft,d005,Senior Engineer
18742,Jouni,Heinisuo,d008,Senior Staff
18744,Feipei,Bugrara,d002,Senior Staff
18759,Keung,Malabarba,d007,Staff
18764,Bernardo,Sidje,d004,Senior Engineer
18770,Fei,Yurek,d006,Senior Engineer
18771,Domenick,Haraldson,d007,Senior Staff
18775,Shay,Akazan,d005,Senior Engineer
18783,Shan,Sambasivam,d005,Senior Engineer
18784,Pohua,Hempstead,d002,Senior Staff
18786,Guozhong,Veevers,d005,Senior Engineer
18787,Kotesh,Mukaidono,d004,Technique Leader
18789,Reinhold,Domenig,d007,Senior Staff
18790,Florina,Rahier,d005,Senior Engineer
18794,Kish,Garnham,d005,Senior Engineer
18795,Heon,Peck,d008,Senior Staff
18796,Denny,McDermid,d004,Senior Engineer
18799,Kshitij,Lunn,d008,Senior Staff
18802,Kwee,Rajaraman,d004,Engineer
18806,Akhilish,Petereit,d002,Senior Staff
18809,Laurentiu,Munoz,d007,Senior Staff
18811,Cheong,Oxenboll,d008,Senior Staff
18812,Uriel,Lueh,d007,Senior Staff
18815,Gennady,Bouloucos,d007,Staff
18817,Kristin,Xiaoshan,d003,Staff
18825,Florian,Setiz,d009,Senior Staff
18826,Yahiko,Riefers,d003,Senior Staff
18828,Henk,Pellegrinelli,d005,Senior Engineer
18829,Murthy,Delgrossi,d004,Technique Leader
18833,Roded,Majewski,d005,Senior Engineer
18835,Uwe,Lieblein,d005,Senior Engineer
18837,Tommaso,Erni,d008,Senior Staff
18840,Toshiki,Rahier,d006,Engineer
18850,Shigeo,Erbe,d005,Senior Engineer
18861,Naftali,Khamsi,d004,Engineer
18866,Fumiyo,Hettesheimer,d006,Assistant Engineer
18868,Hugo,Levasseur,d004,Engineer
18872,Hauke,Krybus,d007,Senior Staff
18875,Harjit,Hebert,d004,Senior Engineer
18881,Heejo,Botman,d002,Staff
18885,Valter,Noriega,d007,Staff
18886,Ramya,Peek,d009,Senior Staff
18888,Sajjan,Stassinopoulos,d005,Engineer
18890,Pasqua,Litecky,d003,Senior Staff
18905,Seongbae,Baca,d005,Senior Engineer
18910,Pantung,Peral,d005,Engineer
18917,Xiaoqiang,Castellani,d005,Senior Engineer
18919,Remco,Stille,d004,Senior Engineer
18921,Maren,Radwan,d005,Senior Engineer
18924,Yakkov,Dechter,d006,Senior Engineer
18927,Muneo,Msuda,d005,Senior Engineer
18933,Barun,Panienski,d005,Senior Engineer
18943,Anneli,Rando,d001,Senior Staff
18946,Gio,Warwick,d004,Senior Engineer
18948,Shai,Muhlberg,d009,Senior Staff
18954,Duri,Aloia,d002,Senior Staff
18955,Ziya,Flexer,d004,Senior Engineer
18958,Mabo,Norsworthy,d007,Senior Staff
18964,Shirish,Tiemann,d003,Senior Staff
18974,Gina,Olano,d005,Assistant Engineer
18979,Girolamo,Fujisawa,d006,Senior Engineer
18980,Weiye,Kawashimo,d005,Senior Engineer
18983,Krister,Jenevein,d004,Senior Engineer
18986,Pintsang,Babu,d002,Senior Staff
18989,Goh,Quittner,d003,Senior Staff
18994,Leszek,Mitsuhashi,d007,Senior Staff
19006,Martina,Hempstead,d005,Senior Engineer
19012,Gal,Panangaden,d007,Senior Staff
19014,Jiafu,Danecki,d007,Senior Staff
19019,Fuqing,Murtafg,d007,Staff
19027,Ferdinand,Nanard,d004,Senior Engineer
19029,Khosrow,Jiang,d005,Senior Engineer
19031,Rosella,Pollock,d007,Senior Staff
19034,Panayotis,Vesna,d002,Senior Staff
19035,Fuqing,Bellone,d009,Senior Engineer
19036,Sampalli,Vesna,d002,Senior Staff
19037,Lucien,Bernardeschi,d006,Senior Engineer
19042,Rosita,Levergood,d004,Senior Engineer
19048,Nikolaus,Radhakrishnan,d007,Senior Staff
19049,Breannda,Picht,d003,Senior Staff
19051,Marek,Cappello,d005,Technique Leader
19056,Leaf,Nishimukai,d005,Engineer
19062,Yoshinari,Denos,d004,Engineer
19066,Martine,Ramamoorthy,d004,Senior Engineer
19073,Sajjan,Trelles,d007,Staff
19076,Hein,Ferretti,d003,Senior Staff
19089,Badri,Ellozy,d005,Senior Engineer
19091,Xiaocheng,Sommen,d004,Senior Engineer
19101,Kagan,Panangaden,d008,Senior Engineer
19104,Tetsushi,Sudbeck,d004,Senior Engineer
19105,Etsuo,Oehlmann,d007,Senior Staff
19109,Jenwei,Denis,d007,Senior Staff
19114,Jayson,Pietracaprina,d002,Senior Staff
19116,Xuedong,Cherinka,d005,Engineer
19120,Giri,Qiwen,d005,Engineer
19129,Bowen,Jiafu,d006,Technique Leader
19132,Nikolaus,Litvinov,d008,Staff
19133,Debaprosad,Makinen,d007,Staff
19134,Seongbin,Bakhtari,d007,Senior Staff
19136,Kish,Munawer,d008,Senior Staff
19144,Laurentiu,Ohori,d007,Staff
19145,Zorica,Marrevee,d005,Technique Leader
19147,Chaitali,Bennis,d007,Senior Staff
19151,Jeanne,Peral,d008,Senior Staff
19153,Subbu,Zedlitz,d007,Senior Staff
19154,Inderjeet,Denna,d001,Senior Staff
19155,Uli,Merks,d002,Senior Staff
19160,Tetsurou,Jervis,d009,Senior Staff
19162,Chinho,Fadgyas,d004,Technique Leader
19168,Lijia,Dulin,d009,Staff
19174,Zorica,Schaap,d005,Engineer
19179,Gian,Makinen,d009,Senior Staff
19183,Kwangyoen,Vakili,d004,Senior Engineer
19192,Yinlin,Schusler,d005,Senior Engineer
19193,Jungsoon,Syrzycki,d003,Senior Staff
19200,Shietung,Serra,d001,Senior Staff
19201,Arto,Sommen,d007,Staff
19205,Moto,Sinitsyn,d007,Staff
19206,Wanqing,Pellegrinelli,d004,Senior Engineer
19209,Berhard,Encarnacion,d003,Staff
19220,Khaled,Beidas,d007,Senior Staff
19222,Kazuyasu,Perz,d004,Engineer
19225,Roselyn,Openshaw,d001,Senior Staff
19239,Karoline,Azevdeo,d007,Staff
19242,Kenroku,Demri,d007,Staff
19244,Guenter,Vitiello,d003,Staff
19245,Souichi,Barvinok,d006,Senior Engineer
19249,Saniya,Iivonen,d006,Senior Engineer
19256,Rosita,Riexinger,d009,Senior Staff
19259,Anoosh,Pelc,d005,Senior Engineer
19268,Adit,Papastamatiou,d004,Senior Engineer
19271,Heng,Rajala,d004,Engineer
19275,Kristina,Lung,d007,Senior Staff
19289,Guther,Waymire,d005,Senior Engineer
19294,IEEE,Schoegge,d005,Technique Leader
19306,Debatosh,Pagter,d005,Engineer
19307,Jongsuk,Baca,d007,Senior Staff
19310,Bouchung,Guerreiro,d008,Senior Engineer
19318,Xianlong,Halevi,d009,Senior Staff
19323,Yuriy,Gilg,d002,Senior Staff
19328,Yannik,Smeets,d006,Engineer
19329,Alair,Marletta,d004,Senior Engineer
19332,Changho,Khamsi,d006,Senior Engineer
19333,Sanjeeva,Schrooten,d005,Senior Engineer
19335,Susanta,Khalid,d008,Senior Staff
19336,Younwoo,Demir,d003,Staff
19345,Tsuneo,Kobara,d008,Senior Staff
19348,Kiyomitsu,Vieth,d008,Senior Staff
19353,Mayumi,Schaar,d005,Senior Engineer
19356,Masato,Prenel,d009,Senior Staff
19359,Fumiya,Jervis,d005,Engineer
19360,Mohammad,Schiettecatte,d007,Staff
19364,Yuping,Mitina,d006,Senior Engineer
19368,Isaac,Bresenham,d004,Assistant Engineer
19372,Temple,Isaac,d006,Engineer
19373,Xumin,Bojadziev,d007,Staff
19380,Divier,Lorcy,d005,Senior Engineer
19381,Xiahua,Holburn,d007,Senior Staff
19382,Jeanna,Whitcomb,d005,Technique Leader
19383,Ingemar,Oskamp,d005,Technique Leader
19393,Boaz,Back,d008,Senior Staff
19394,Charmane,Bahl,d003,Senior Staff
19397,Arnd,Diderrich,d009,Senior Staff
19400,Ekawit,Koshino,d004,Technique Leader
19406,Sakthirel,Lindenbaum,d004,Senior Engineer
19410,Rosella,Glinert,d005,Senior Engineer
19419,Palash,Bernardeschi,d007,Senior Staff
19422,Florian,Budinsky,d006,Senior Engineer
19425,Xuejia,Pettey,d005,Senior Engineer
19426,Ishfaq,Luan,d004,Senior Engineer
19437,Horward,Conry,d007,Senior Staff
19444,Sajjad,Khasidashvili,d004,Engineer
19453,Baoqiu,Buescher,d009,Senior Staff
19454,Taisook,Hutter,d003,Senior Staff
19455,Geoffry,Kusalik,d004,Engineer
19459,Sadun,Kawashimo,d008,Staff
19467,Mitchel,Ecklund,d009,Senior Staff
19470,Patricio,Luiz,d005,Senior Engineer
19475,Limsoon,Muchinsky,d009,Senior Staff
19483,Remmert,Dulay,d008,Senior Staff
19487,Huiqun,Cannane,d005,Senior Engineer
19488,Maris,Perly,d005,Senior Engineer
19493,Caolyn,Tramer,d004,Senior Engineer
19496,Mircea,Thorelli,d007,Staff
19497,Lorien,Conde,d004,Engineer
19501,Kokou,Baranowski,d002,Senior Staff
19503,Jaana,Papsdorf,d004,Senior Engineer
19508,Quingbo,Sanella,d005,Technique Leader
19511,Jamaludin,Fujisaki,d001,Senior Staff
19513,Rosalyn,Siepmann,d009,Senior Staff
19515,Keiichiro,Gurbaxani,d005,Senior Engineer
19518,Genta,Vieri,d003,Staff
19520,Weiye,Ossenbruggen,d005,Assistant Engineer
19530,Barry,Dratva,d009,Senior Staff
19533,Jacqueline,Grospietsch,d007,Senior Staff
19534,Satosi,Moehrke,d009,Staff
19543,Chaitali,Perl,d005,Senior Engineer
19544,Itzchak,Comte,d005,Senior Engineer
19546,Kwan,Penz,d004,Engineer
19549,Uli,Muhlberg,d005,Engineer
19557,Kish,Negoita,d004,Senior Engineer
19562,Suzette,Manders,d005,Senior Engineer
19565,Zito,Riesenhuber,d004,Assistant Engineer
19569,Xiong,Azulay,d005,Senior Engineer
19579,Georgi,Impagliazzo,d004,Senior Engineer
19580,Stein,Tagansky,d007,Senior Staff
19583,Edwin,Veccia,d008,Senior Staff
19585,Goncalo,Ernst,d001,Staff
19586,Hirochika,Minakawa,d005,Senior Engineer
19591,Chenye,Ashish,d004,Senior Engineer
19593,Mohd,Feldhoffer,d009,Staff
19594,Miquel,Walstra,d002,Senior Staff
19599,Leucio,Lalonde,d008,Senior Staff
19602,Sandeepan,Olivero,d004,Senior Engineer
19609,Owen,Ramsay,d009,Senior Staff
19612,Chenxi,Erdmenger,d009,Senior Staff
19616,Niranjan,Uchoa,d005,Engineer
19617,Mircea,Landherr,d004,Engineer
19619,Zhonghui,Staylopatis,d006,Engineer
19621,Radhakrishnan,Albarhamtoshy,d005,Senior Engineer
19624,Younwoo,Wolniewicz,d007,Senior Staff
19629,Stepehn,Matzke,d007,Senior Staff
19631,Rasikan,Haldar,d004,Engineer
19633,Tayeb,Nourani,d005,Senior Engineer
19634,Phuoc,Etalle,d007,Senior Staff
19637,Dipayan,Papastamatiou,d005,Senior Engineer
19639,Sibyl,Terlouw,d003,Senior Staff
19640,Tonny,Francisci,d006,Engineer
19644,Jackson,Isaac,d004,Senior Engineer
19650,Douadi,Ernst,d004,Senior Engineer
19651,Eberhardt,Dratva,d004,Engineer
19653,Gay,Crooks,d005,Technique Leader
19660,Insup,Kadhim,d004,Senior Engineer
19661,Sangeeta,Speckmann,d008,Senior Staff
19663,Sverrir,Navazio,d007,Senior Staff
19665,Khalid,Zielinski,d005,Technique Leader
19667,Munenori,Matzel,d001,Senior Staff
19668,Goa,Kolinko,d009,Staff
19669,Shem,Honiden,d007,Senior Staff
19670,Khatoun,Basagni,d009,Senior Staff
19673,Ishfaq,Lorie,d005,Senior Engineer
19674,Mart,Varley,d009,Senior Staff
19675,Isamu,Herath,d007,Senior Staff
19678,Xiping,Plotkin,d005,Senior Engineer
19680,Vojin,Horswill,d005,Technique Leader
19690,Arch,Holburn,d006,Engineer
19697,Supot,Thombley,d004,Senior Engineer
19701,Satosi,Raczkowsky,d004,Engineer
19702,Akemi,Pettey,d002,Senior Staff
19704,Maha,Rando,d005,Senior Engineer
19705,Roddy,Casperson,d007,Senior Staff
19708,Ortrud,Biros,d007,Staff
19709,Xiaopeng,Asmuth,d004,Senior Engineer
19712,Kristine,Litzler,d009,Senior Staff
19719,Brendon,Shokrollahi,d009,Senior Staff
19720,Kwangyoen,Maksimenko,d005,Senior Engineer
19723,Xuejun,Magalhaes,d007,Senior Staff
19724,Visit,Hasham,d007,Senior Staff
19726,Herb,Syrotiuk,d002,Senior Staff
19728,Candido,Ramsey,d007,Senior Staff
19731,Moriyoshi,Hempstead,d006,Senior Engineer
19737,Harngdar,Cools,d006,Engineer
19738,Giri,Sury,d001,Senior Staff
19741,Alexius,Bauknecht,d005,Senior Engineer
19744,Aleksander,Skafidas,d005,Senior Engineer
19749,Gritta,Mitina,d008,Senior Staff
19754,Nectarios,Litecky,d006,Senior Engineer
19755,Stabislas,Angelopoulos,d005,Engineer
19757,Khalil,Azadmanesh,d004,Senior Engineer
19758,Rildo,Birdsall,d005,Senior Engineer
19765,Leaf,Huttel,d003,Staff
19766,Saeed,Munke,d009,Senior Staff
19771,Aral,Katalagarianos,d002,Staff
19777,Halsur,Ferretti,d007,Senior Staff
19783,Kasturi,Benzmuller,d004,Senior Engineer
19784,Zhenhua,Casley,d001,Senior Staff
19791,Kankanahalli,Azulay,d004,Senior Engineer
19796,Marjo,Peral,d004,Engineer
19801,Xiaopeng,Solovay,d009,Senior Staff
19804,Tamiya,Benzmuller,d002,Staff
19810,Tesuro,Pellegrinelli,d008,Staff
19814,Subhrajyoti,Rosaz,d008,Senior Staff
19815,Lunjin,Morrey,d004,Senior Engineer
19822,Zijian,Fiutem,d007,Staff
19826,Fox,Christ,d007,Senior Staff
19828,Dannz,Maliniak,d006,Senior Engineer
19830,Ulises,Cronau,d005,Engineer
19839,Tadahiro,Hempstead,d005,Senior Engineer
19841,Adil,Straney,d007,Staff
19843,Mohamadou,Peir,d001,Staff
19849,Weicheng,Serre,d007,Staff
19854,Youssef,Orsini,d005,Engineer
19858,Mohua,Zschoche,d008,Senior Staff
19860,Hidefumi,Gerlach,d006,Engineer
19871,Ayonca,Marrakchi,d004,Engineer
19874,Xuejia,Kuzuoka,d007,Senior Staff
19875,Van,Zongker,d006,Engineer
19882,Thanasis,Demri,d003,Senior Staff
19889,Hongzue,Reinhard,d007,Senior Staff
19899,Sedat,Peot,d005,Senior Engineer
19901,Tsvetan,Stasinski,d003,Senior Staff
19904,Mototsugu,Rosenbaum,d004,Engineer
19909,Ronnie,Linares,d002,Senior Staff
19911,Siamak,Fabrizio,d007,Senior Staff
19916,Shuji,Oxman,d007,Senior Staff
19927,Siamak,Terlouw,d009,Staff
19933,Taizo,Bharadwaj,d003,Senior Staff
19935,Zorica,Georgakopoulos,d005,Engineer
19940,Reinhard,Einsfeld,d007,Senior Staff
19943,Shimshon,Schoegge,d004,Technique Leader
19946,Owen,Levasseur,d002,Staff
19950,Jaroslava,Kusakari,d005,Senior Engineer
19951,Oksana,Hasenauer,d007,Senior Staff
19954,Fayez,Grandbois,d005,Engineer
19955,IEEE,Conry,d009,Senior Staff
19956,Kasidit,Andreotta,d005,Engineer
19958,Christophe,Boguraev,d008,Senior Staff
19974,Maik,Pouyioutas,d009,Staff
19975,Mabry,Geffroy,d005,Senior Engineer
19979,Nahum,Schwartzbauer,d007,Senior Staff
19982,Khatoun,Baba,d006,Senior Engineer
19983,Izaskun,Hammerschmidt,d005,Senior Engineer
19984,Zhonghui,Taubenfeld,d009,Senior Engineer
19989,Ung,Androutsos,d004,Technique Leader
19991,Ziva,Desikan,d004,Senior Engineer
19996,Berni,Chinen,d004,Senior Engineer
19999,Jahangir,Speer,d005,Senior Engineer
20006,Geoff,Birnbaum,d005,Senior Engineer
20008,Hilary,Speel,d005,Senior Engineer
20013,Jaewoo,Lanphier,d005,Senior Engineer
20017,Munir,Rosti,d004,Senior Engineer
20022,Felicidad,Bellone,d005,Engineer
20024,Martine,Kambil,d004,Senior Engineer
20026,Sanjai,Marrevee,d008,Engineer
20032,Cheong,Socorro,d001,Senior Staff
20037,Tse,VanScheik,d005,Senior Engineer
20039,Udo,Harbusch,d002,Senior Staff
20041,Chikara,Lienhardt,d009,Senior Staff
20042,Margareta,Munck,d007,Senior Staff
20043,Chikara,Adachi,d005,Senior Engineer
20051,Toshimo,Przulj,d005,Senior Engineer
20055,Hairong,Swiss,d003,Senior Staff
20059,Pranay,Panwar,d005,Technique Leader
20060,Chrisa,Attimonelli,d005,Senior Engineer
20063,Guttorm,Carrere,d008,Senior Staff
20065,Mana,Onuegbe,d002,Staff
20068,Masali,Rouquie,d004,Senior Engineer
20069,Guenter,Huhdanpaa,d003,Senior Staff
20071,Jaideep,Puoti,d004,Engineer
20072,Karsten,Leuchs,d005,Senior Engineer
20075,Mikhail,Oberman,d005,Senior Engineer
20086,Richara,Harllee,d004,Senior Engineer
20089,Unal,Merli,d007,Senior Staff
20091,Janalee,Bach,d003,Senior Staff
20093,Nikolaos,Rijckaert,d005,Technique Leader
20105,Sanjit,Kropp,d004,Assistant Engineer
20107,Jinya,Tyugu,d006,Senior Engineer
20111,Vincent,Kilgour,d007,Staff
20117,Yoshimitsu,Hanabata,d009,Senior Engineer
20119,Josyula,Shigei,d004,Technique Leader
20120,Fan,Salinas,d005,Engineer
20121,Oldrich,Bazelow,d003,Staff
20122,Subhankar,Kampfer,d007,Senior Staff
20126,Tayeb,Langford,d009,Staff
20134,Hirochika,Naumovich,d004,Senior Engineer
20135,Ipke,Akazan,d009,Engineer
20137,Arvin,Munoz,d004,Engineer
20139,Steen,Riefers,d005,Engineer
20140,Georgy,Pews,d004,Engineer
20144,Zhensheng,Radivojevic,d005,Senior Engineer
20147,Zine,Moffat,d005,Engineer
20148,Ibibia,Polupanov,d007,Senior Staff
20152,Bezalel,Kavvadias,d008,Senior Staff
20153,Teunis,Gomatam,d005,Senior Engineer
20155,Vesna,Barvinok,d004,Senior Engineer
20159,Isamu,Valiente,d004,Technique Leader
20161,Arun,Hasham,d002,Senior Staff
20166,Heekeun,Serna,d005,Engineer
20169,Gil,Zuberek,d005,Senior Engineer
20170,Emdad,Himler,d007,Senior Staff
20171,Kazuhira,Murtha,d004,Senior Engineer
20174,Froduald,Koshino,d004,Senior Engineer
20180,Martins,Felcyn,d004,Senior Engineer
20181,Thodoros,Wegerle,d007,Staff
20184,Chenyi,Schoegge,d001,Staff
20186,Jianhua,Narahari,d004,Senior Engineer
20189,Mark,Nanard,d009,Senior Engineer
20194,Kasturi,Prochazka,d003,Staff
20201,Navin,Miyakawa,d004,Engineer
20208,Yolla,Turnbull,d006,Engineer
20213,Larisa,Lichtner,d005,Senior Engineer
20215,Bingning,Yoshizawa,d009,Senior Staff
20218,Ioana,Gihr,d006,Senior Engineer
20220,Bedrich,Swen,d005,Senior Engineer
20222,Baziley,Rettelbach,d001,Senior Staff
20223,Kwun,Gelosh,d002,Senior Staff
20239,Tua,Heystek,d009,Staff
20245,Halsur,Fujisawa,d005,Senior Engineer
20249,Kristen,Moffat,d009,Senior Engineer
20251,Cristinel,Unno,d005,Engineer
20259,Yannik,Bratten,d006,Senior Engineer
20265,Amalendu,Willoner,d004,Senior Engineer
20266,Ekawit,Kakkad,d007,Senior Staff
20269,Conal,Szilard,d004,Technique Leader
20283,Leandro,Litzkow,d005,Senior Engineer
20284,Monique,Parascandalo,d005,Senior Engineer
20305,Gou,Birnbaum,d007,Senior Staff
20310,Mara,Uchoa,d004,Senior Engineer
20316,Kellie,Krybus,d009,Senior Staff
20322,Shmuel,Porotnikoff,d003,Senior Staff
20325,Katsuyuki,England,d007,Senior Staff
20334,Miquel,Frijda,d005,Technique Leader
20335,Christ,Stavenow,d007,Staff
20336,Magy,Wolniewicz,d004,Engineer
20339,Masami,Jumpertz,d005,Senior Engineer
20341,Margo,Pfau,d005,Engineer
20346,Jeong,Antonakopoulos,d004,Senior Engineer
20347,Denny,Janocha,d005,Senior Engineer
20358,Arve,Peir,d004,Senior Engineer
20361,Syozo,Stenning,d009,Senior Staff
20364,Kazunori,Imataki,d004,Technique Leader
20367,Bernt,Takanami,d005,Senior Engineer
20368,Denis,Samarati,d009,Senior Staff
20371,Phuoc,Spinelli,d005,Engineer
20373,Alexius,Solares,d006,Senior Engineer
20376,Katsuyuki,Doering,d009,Staff
20378,Giao,Schwabacher,d007,Senior Staff
20382,Alois,Marrakchi,d006,Senior Engineer
20385,Zhenbing,Perelgut,d007,Staff
20392,Terresa,Sidje,d005,Senior Engineer
20394,Shichao,Adachi,d002,Senior Staff
20395,Uzi,Pardalos,d004,Engineer
20401,Gennadi,Schoegge,d003,Staff
20402,Szabolcs,Shrader,d004,Senior Engineer
20403,Rildo,Reinhard,d006,Engineer
20407,Pranas,Genther,d004,Senior Engineer
20408,Debatosh,Smailagic,d005,Senior Engineer
20417,Tzvetan,Pell,d005,Engineer
20425,True,Schapiro,d009,Staff
20435,Oguz,Homond,d007,Senior Staff
20436,Rasiah,Kavraki,d002,Senior Staff
20437,Sanjit,Versino,d008,Staff
20438,Fai,Erman,d009,Senior Staff
20439,Danel,Nishimukai,d005,Senior Engineer
20441,Goh,Sudbeck,d004,Senior Engineer
20442,Jiann,Picht,d009,Senior Engineer
20444,Alair,Henseler,d002,Staff
20449,Hercules,Kakkad,d007,Senior Staff
20450,Abdelwaheb,Binkley,d005,Senior Engineer
20454,Nidapan,Gunderson,d005,Senior Engineer
20456,Sigeru,Highland,d005,Engineer
20478,Oksana,Kruskal,d001,Senior Staff
20489,Boguslaw,Garrabrants,d005,Senior Engineer
20490,Soenke,Douceur,d009,Senior Staff
20494,Lucien,Pagter,d007,Senior Staff
20498,Suvo,Gini,d005,Senior Engineer
20523,Fay,Haraldson,d001,Staff
20524,Anneke,Snedden,d007,Senior Staff
20528,Dines,Bednarek,d008,Senior Staff
20530,Nevio,Katiyar,d005,Senior Engineer
20533,Zhongwei,Reeken,d006,Senior Engineer
20534,Rosita,Kalloufi,d007,Senior Staff
20535,Arne,Nishimukai,d006,Senior Engineer
20540,Nahum,Siochi,d004,Senior Engineer
20545,Woody,Chaudhury,d007,Senior Staff
20548,Edwin,Bugrara,d003,Senior Staff
20550,Koichi,Kabayashi,d005,Technique Leader
20552,Baocai,Giarratana,d004,Senior Engineer
20556,Paris,Keohane,d005,Senior Engineer
20558,Toong,Panangaden,d003,Senior Staff
20573,Wanqing,Leivant,d001,Senior Staff
20584,Elgin,Comellas,d008,Senior Engineer
20585,Bernd,Butterworth,d005,Senior Engineer
20586,Akeel,Clouatre,d004,Senior Engineer
20587,Xiaoheng,Niizuma,d004,Engineer
20595,Toshimori,Jeansoulin,d006,Senior Engineer
20602,Martins,Dratva,d006,Engineer
20606,Marjo,Speer,d009,Senior Staff
20621,Arumugam,Navazio,d007,Senior Staff
20624,Xiong,Nanard,d005,Assistant Engineer
20625,Uno,Cusworth,d004,Engineer
20626,Hercules,Varman,d004,Senior Engineer
20627,Martien,Chenney,d004,Engineer
20631,Masaki,Heiserman,d004,Technique Leader
20635,Fumino,Baja,d004,Engineer
20636,Hsiangchu,Collavizza,d002,Senior Staff
20650,Ramalingam,Rosaz,d004,Engineer
20651,Alexius,Vickson,d005,Senior Engineer
